family_id,observed_normalized_wording,observed_display_wording,canonical_physical_product,construction_shape,treatment,status,alias_target_family_id,semantic_decision,matched_product_wording,all_item_count,post_change_item_count,post_change_mg01_distribution,post_change_mg01_mg02_distribution,post_change_mg01_mg02_mg03_distribution,reviewer,review_date,dictionary_version,singleton_exception
PT-6B321DC4B3,marvel avengers floating frame metallic canvas group poster 16x20 x1 25,"Marvel Avengers Floating Frame Metallic Canvas Group Poster 16x20"" x1.25""",Framed Canvas,Floater Frame,Metallic,alias,PT-6B321DC4B3,Reviewed physical-product rule matched the full description,floating frame metallic canvas,1,1,B: 1,B|F3: 1,B|F3|N1: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel avengers glowing logo canvas 14x14,"Marvel Avengers glowing logo Canvas 14x14""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel avengers group canvas 14x14,"Marvel Avengers group Canvas 14x14""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-9764EAB4E7,marvel avengers hanging banner avengers doomsday ensemble artwork 50x60,"Marvel Avengers hanging banner Avengers Doomsday ensemble artwork 50x60""",Hanging Wall Art,Banner,,alias,PT-9764EAB4E7,Reviewed physical-product rule matched the full description,hanging banner,1,1,E: 1,E|H1: 1,E|H1|B2: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-8A3F648D4E,marvel avengers high gloss canvas avengers team battle scene movie poster 24x36 x1 25,"Marvel Avengers High Gloss Canvas Avengers Team Battle Scene Movie Poster 24x36"" x1.25""",Canvas,Stretched,High Gloss,alias,PT-8A3F648D4E,Reviewed physical-product rule matched the full description,canvas,1,1,A: 1,A|A2: 1,A|A2|H1: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel avengers inspirational canvas avengers group find your power 12x24,"Marvel Avengers Inspirational Canvas Avengers group ""Find your Power!"" 12x24""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,marvel avengers layered mdf die cut plaque avengers icons 16x20 x 20mm,"Marvel Avengers Layered MDF Die-cut plaque Avengers Icons 16x20"" x 20mm",,,,needs_review,,No reviewed physical-product rule matched,,1,1,C: 1,C|R3: 1,C|R3|M1: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-7A681932AE,marvel avengers led infinity art captain america shield 13x13x0 55,"Marvel Avengers LED Infinity Art Captain America Shield 13x13x0.55""",Wall Light,LED,LED,alias,PT-7A681932AE,Reviewed physical-product rule matched the full description,led infinity art,1,1,B: 1,B|G1: 1,B|G1|D7: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-7A681932AE,marvel avengers led infinity art iron man face icon 13x13x0 55,"Marvel Avengers LED Infinity Art Iron Man Face Icon 13x13x0.55""",Wall Light,LED,LED,alias,PT-7A681932AE,Reviewed physical-product rule matched the full description,led infinity art,1,1,B: 1,B|G1: 1,B|G1|D7: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,marvel avengers mdf die cut black layer over solid mdf avengers icons 16x20 x 0 78,"Marvel Avengers MDF die-cut black layer over solid mdf Avengers icons 16x20"" x 0.78”",,,,needs_review,,No reviewed physical-product rule matched,,1,1,B: 1,B|R1: 1,B|R1|R1: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-46BAC4ED80,marvel avengers mdf shadowbox w die cut 3d layer wall art avengers logo 14x14,"Marvel Avengers MDF Shadow Box w Die Cut 3D Layer Wall Art Avengers logo 14x14""",Framed Shadowbox,MDF,Shaped,alias,PT-46BAC4ED80,Reviewed physical-product rule matched the full description,mdf shadowbox,1,1,B: 1,B|32: 1,B|32|M2: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-37C88B9A44,marvel avengers mesh pop up hamper group action pose in blue 14 17x14 17,"Marvel Avengers Mesh pop-up hamper group action pose in blue 14.17x14.17""",Storage Hamper,Mesh,,alias,PT-37C88B9A44,Reviewed physical-product rule matched the full description,mesh pop up hamper,1,1,N: 1,N|H1: 1,N|H1|N2: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-987B10E9B6,marvel avengers metallic canvas 28x14 same art as vsz3rmvav02,Marvel Avengers Metallic Canvas 28x14 same art as VSZ3RMVAV02,Canvas,Stretched,Metallic,alias,PT-987B10E9B6,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-A6E5E7BFF6,marvel avengers non woven fabric hanging file organizer character group and symbol 10x48,"Marvel Avengers non-woven fabric hanging file organizer character group and symbol 10x48""",Storage Organizer,Hanging,,alias,PT-A6E5E7BFF6,Reviewed physical-product rule matched the full description,hanging file organizer,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-F9F9C60F70,marvel avengers nonwoven fabric storage cube flying thru the city 10x10 x10,"Marvel Avengers nonwoven fabric storage cube Flying thru the city 10x10"" x10""",Storage Cube,Collapsible,,alias,PT-F9F9C60F70,Reviewed physical-product rule matched the full description,nonwoven fabric storage cube,1,1,N: 1,N|U1: 1,N|U1|N1: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-F9F9C60F70,marvel avengers nonwoven fabric storage cube group flying towards camera 12x12,"Marvel Avengers nonwoven fabric storage cube group flying towards camera 12x12""",Storage Cube,Collapsible,,alias,PT-F9F9C60F70,Reviewed physical-product rule matched the full description,nonwoven fabric storage cube,1,1,N: 1,N|H1: 1,N|H1|N2: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-F9F9C60F70,marvel avengers nonwoven fabric storage cube heroes in the sky 10x10 x10,"Marvel Avengers nonwoven fabric storage cube Heroes In the Sky 10x10"" x10""",Storage Cube,Collapsible,,alias,PT-F9F9C60F70,Reviewed physical-product rule matched the full description,nonwoven fabric storage cube,1,1,N: 1,N|U1: 1,N|U1|N1: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-F9F9C60F70,marvel avengers nonwoven fabric storage cube sunburst 10x10 x10,"Marvel Avengers nonwoven fabric storage cube Sunburst 10x10"" x10""",Storage Cube,Collapsible,,alias,PT-F9F9C60F70,Reviewed physical-product rule matched the full description,nonwoven fabric storage cube,1,1,N: 1,N|U1: 1,N|U1|N1: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-F9F9C60F70,marvel avengers nonwoven fabric storage cube the whole avengers hero group 12x12,"Marvel Avengers nonwoven fabric storage cube the whole avengers hero group 12x12""",Storage Cube,Collapsible,,alias,PT-F9F9C60F70,Reviewed physical-product rule matched the full description,nonwoven fabric storage cube,1,1,N: 1,N|H1: 1,N|H1|N2: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel avengers pod canvas iron man you know who i am 24x36,"Marvel Avengers POD Canvas Iron Man ""You know who I am"" 24x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-89101BE3B5,marvel avengers polyester mesh pop up hamper w print in both sides blue square 14 17x14 17 x22 83,"Marvel Avengers Polyester Mesh Pop-up hamper w print in both sides Blue Square 14.17x14.17"" x22.83""",Storage Hamper,Mesh,Printed,alias,PT-89101BE3B5,Reviewed physical-product rule matched the full description,mesh pop up hamper,1,1,N: 1,N|H1: 1,N|H1|M10: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-89101BE3B5,marvel avengers polyester mesh pop up hamper w print in both sides heroes log 14 17x14 17 x22 83,"Marvel Avengers Polyester Mesh Pop-up hamper w print in both sides Heroes Log 14.17x14.17"" x22.83""",Storage Hamper,Mesh,Printed,alias,PT-89101BE3B5,Reviewed physical-product rule matched the full description,mesh pop up hamper,1,1,N: 1,N|H1: 1,N|H1|M10: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-89101BE3B5,marvel avengers polyester mesh pop up hamper w print in both sides upclose her 14 17x14 17 x22 83,"Marvel Avengers Polyester Mesh Pop-up hamper w print in both sides Upclose Her 14.17x14.17"" x22.83""",Storage Hamper,Mesh,Printed,alias,PT-89101BE3B5,Reviewed physical-product rule matched the full description,mesh pop up hamper,1,1,N: 1,N|H1: 1,N|H1|M10: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-8E1DEEE744,marvel avengers pp molded wall clock 516 step movement no batt avengers group dashing through 12,"Marvel Avengers PP Molded Wall Clock 516 step movement no batt Avengers group dashing through 12""",Wall Clock,Molded Plastic,,alias,PT-8E1DEEE744,Reviewed physical-product rule matched the full description,pp molded wall clock,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-8E1DEEE744,marvel avengers pp molded wall clock 516 step movement no batt avengers group rushing through 12,"Marvel Avengers PP Molded Wall Clock 516 step movement no batt Avengers group rushing through 12""",Wall Clock,Molded Plastic,,alias,PT-8E1DEEE744,Reviewed physical-product rule matched the full description,pp molded wall clock,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-82CA6245E0,marvel avengers printed glass avengers group vsz62mvav01 15x20,Marvel Avengers Printed glass Avengers group (VSZ62MVAV01) 15x20,Framed Glass Art,Printed Glass,Printed,alias,PT-82CA6245E0,Reviewed physical-product rule matched the full description,printed glass,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-82CA6245E0,marvel avengers printed glass avengers retro comic issue 100 15x20,Marvel Avengers Printed glass Avengers retro comic Issue 100 15x20,Framed Glass Art,Printed Glass,Printed,alias,PT-82CA6245E0,Reviewed physical-product rule matched the full description,printed glass,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-3FC5563CAB,marvel avengers printed glass shadowbox avengers group jumping to action 12x12 x1,"Marvel Avengers Printed Glass Shadowbox Avengers group jumping to action 12x12"" x1""",Framed Glass Shadowbox,Glass Shadowbox,Printed,alias,PT-3FC5563CAB,Reviewed physical-product rule matched the full description,printed glass shadowbox,1,1,B: 1,B|G1: 1,B|G1|X1: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-6AA8BDABD1,marvel avengers shadowbox,MARVEL AVENGERS SHADOWBOX,Framed Shadowbox,Shadowbox,,alias,PT-6AA8BDABD1,Reviewed physical-product rule matched the full description,shadowbox,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,marvel avengers shadwoboxes,MARVEL AVENGERS SHADWOBOXES,,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-CC3D758F4D,marvel avengers xx small greyboard flat top greyboard storage chest iron man hulk thor 5 55x2 87,"Marvel Avengers XX-Small Greyboard flat top greyboard storage chest Iron Man Hulk Thor 5.55x2.87""",Storage Chest,Greyboard,,alias,PT-CC3D758F4D,Reviewed physical-product rule matched the full description,greyboard flat top greyboard storage chest,1,1,P: 1,P|C1: 1,P|C1|G2: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-B24577E1FE,marvel avengrs framed 3d lenticular hi rend group w wasp 13x19,"Marvel Avengrs framed 3D lenticular hi rend group w Wasp 13x19""",Framed Lenticular Art,3D Lenticular,,alias,PT-B24577E1FE,Reviewed physical-product rule matched the full description,3d lenticular,1,1,B: 1,B|32: 1,B|32|M2: 1,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel believe inspirational canvas avengers 12x24 x 1 5,"Marvel 'Believe' Inspirational Canvas Avengers 12x24"" x 1.5""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,marvel believe inspirational mdf avengers 12x24 x 1 5,"Marvel 'Believe' Inspirational MDF Avengers 12x24"" x 1.5""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-20EC471FA4,marvel block mdf perpetual calendar spider man gallery art spidey senses 4 33x7,"Marvel block MDF perpetual calendar Spider-man gallery art Spidey senses 4.33x7""",Tabletop Block,MDF,,alias,PT-20EC471FA4,Reviewed physical-product rule matched the full description,block mdf,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-20EC471FA4,marvel block mdf perpetual calendar spider man high render 4 33x6 7,"Marvel block MDF perpetual calendar Spider-man high render 4.33x6.7""",Tabletop Block,MDF,,alias,PT-20EC471FA4,Reviewed physical-product rule matched the full description,block mdf,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,marvel block tabletop decor spider man gallery art with spider man text 3x3 x1 5,"Marvel block tabletop décor Spider-man gallery art with SPIDER-MAN text 3x3"" x1.5""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel brave inspirational canvas kawaii 12x24 x 1 5,"Marvel 'Brave' Inspirational Canvas Kawaii 12x24"" x 1.5""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel brother inspirational canvas avengers 12x24 x 1 5,"Marvel 'Brother' Inspirational Canvas Avengers 12x24"" x 1.5""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
,marvel brother inspirational mdf avengers 12x24 x 1 5,"Marvel 'Brother' Inspirational MDF Avengers 12x24"" x 1.5""",,,,needs_review,,No reviewed physical-product rule matched,,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas,MARVEL CANVAS,Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,2,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas 24x36,Marvel Canvas 24x36”,Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas ages 2 5 spidey and friends group in city 12x36,"Marvel canvas Ages 2-5 Spidey and Friends group in city 12x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas ages 2 5 spidey and his amazing friends cgi trio 10x14,"Marvel canvas Ages 2-5 Spidey and His Amazing Friends CGI trio 10x14""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas ages 2 5 spidey and his amazing friends group pose on light blue 11x14,"Marvel canvas Ages 2-5 Spidey and His Amazing Friends group pose on light blue 11x14""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas ages 2 5 spidey and his amazing friends group spider man bubble letters 12x24,"Marvel canvas Ages 2-5 Spidey and His Amazing Friends group Spider-man bubble letters 12x24""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas ages 2 5 spidey and his amazing friends group wall crawlers 12x16,"Marvel canvas Ages 2-5 Spidey and His Amazing Friends group Wall Crawlers 12x16""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas ages 2 5 spidey and his amazing friends group with icons 11x14,"Marvel canvas Ages 2-5 Spidey and His Amazing Friends group with icons 11x14""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas ages 2 5 spidey and his amazing friends group with villains 8x20,"Marvel canvas Ages 2-5 Spidey and His Amazing Friends group with villains 8x20""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas ages 2 5 spidey and his amazing friends in night city 6x36,"Marvel canvas Ages 2-5 Spidey and His Amazing Friends in night city 6x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas amazing spider girl issue no 12 12x16,"Marvel canvas Amazing Spider-Girl Issue No. 12 12x16""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas amazing spider man family issue no 1 24x36,"Marvel canvas Amazing Spider-Man Family Issue No. 1 24x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas amazing spider man issue no 32 11x17,"Marvel canvas Amazing Spider-Man Issue No. 32 11x17""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas amazing spider man issue no 520 12x16,"Marvel canvas Amazing Spider-Man Issue No. 520 12x16""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas amazing spider man renew your vows issue no 9 24x36,"Marvel canvas Amazing Spider-Man: Renew Your Vows Issue No. 9 24x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas amazing spider man venom inc alpha issue no 1 24x36,"Marvel canvas Amazing Spider-Man: Venom Inc. Alpha Issue No. 1 24x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-435ED49290,marvel canvas art print marvel retro characters with names rainbow space 16x24,"Marvel canvas art print Marvel Retro characters with names rainbow space 16x24""",Canvas,Stretched,Printed,alias,PT-435ED49290,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-435ED49290,marvel canvas art print marvel retro group inspirational 12x24,"Marvel canvas art print Marvel Retro group inspirational 12x24""",Canvas,Stretched,Printed,alias,PT-435ED49290,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-435ED49290,marvel canvas art print marvel retro panels rainbow 12x16,"Marvel canvas art print Marvel Retro panels rainbow 12x16""",Canvas,Stretched,Printed,alias,PT-435ED49290,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-435ED49290,marvel canvas art print spider man cover peter parker the spectacular spider man 1 11x14,"Marvel canvas art print Spider-man cover Peter Parker: The Spectacular Spider-Man #1 11x14""",Canvas,Stretched,Printed,alias,PT-435ED49290,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-435ED49290,marvel canvas art print spider man thwip on red 12x20,"Marvel canvas art print Spider-man THWIP on red 12x20""",Canvas,Stretched,Printed,alias,PT-435ED49290,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-435ED49290,marvel canvas art print spider man wall crawler pop art 16x20,"Marvel canvas art print Spider-man wall crawler pop art 16x20""",Canvas,Stretched,Printed,alias,PT-435ED49290,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers 10x13 5x0 75,"Marvel Canvas Avengers 10x13.5x0.75""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers 13x19 x 1,"Marvel Canvas Avengers 13x19"" x 1""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers 700th homage cover avengers issue no 10 24x36,"Marvel canvas Avengers 700th homage cover Avengers Issue No. 10 24x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers and spider man gallery art group with a logo 16x20,"Marvel canvas Avengers and Spider-man gallery art group with A Logo 16x20""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers and spider man publishing art poses with covers marvel logo 12x36,"Marvel canvas Avengers and Spider-man publishing art poses with covers MARVEL logo 12x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers assemble issue no 2 16x20,"Marvel canvas Avengers Assemble Issue No. 2 16x20""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers beyond earth s mightiest character group in marvel comics 6x36,"Marvel canvas Avengers Beyond Earth's Mightiest character group in MARVEL COMICS 6x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers beyond earth s mightiest group avengers assemble 16x20,"Marvel canvas Avengers Beyond Earth's Mightiest group Avengers Assemble 16x20""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers beyond earth s mightiest large group shot w bricks 12x16,"Marvel canvas Avengers Beyond Earth's Mightiest large group shot w bricks 12x16""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers beyond earths mightiest a logo with charater faces 20x20,"Marvel canvas Avengers Beyond Earths Mightiest A logo with charater faces 20x20""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers beyond earths mightiest grid group since 1963 12x24,"Marvel canvas Avengers Beyond Earths Mightiest grid group Since 1963 12x24""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers comic cover high render 12 5x15 25,"Marvel canvas Avengers comic cover high render 12.5x15.25""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers cover marvel 80th 7x10 25,"Marvel canvas Avengers cover Marvel 80th 7x10.25""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers endgame group shot 24x30,Marvel Canvas Avengers Endgame group shot 24x30,Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers endgame group shot indigo 36x12,Marvel Canvas Avengers Endgame group shot indigo 36x12,Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers first movie theatrical poster 24x36,"Marvel canvas Avengers first movie theatrical poster 24x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers gallery art group in scene 6x36,"Marvel canvas Avengers gallery art group in scene 6x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers gallery art group inside a logo 20x30,"Marvel canvas Avengers gallery art group inside A logo 20x30""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers gallery art group mighty when assembled 8x51,"Marvel canvas Avengers gallery art group Mighty when assembled 8x51""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers gallery art group smokey scene 24x36,"Marvel canvas Avengers gallery art group smokey scene 24x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers gallery art lightning group scene 24x36,"Marvel canvas Avengers gallery art lightning group scene 24x36""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,2,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
PT-DCCE809588,marvel canvas avengers group battle yellow burst background 11x14,"Marvel canvas Avengers group battle yellow burst background 11x14""",Canvas,Stretched,Plain or Printed,alias,PT-DCCE809588,Reviewed physical-product rule matched the full description,canvas,1,0,,,,Codex semantic rule review,2026-08-17,2026-08-17-v1,
